symbol,timestamp,raw_pred_num,raw_pred,confidence,prob_sell,prob_hold,prob_buy,open,high,low,close,volume,news_count,sentiment_score,fused_signal,was_overridden,override_reason,model
NVDA,2025-09-15 11:00:00+00:00,2,BUY,0.42748925,0.38405168,0.18845902,0.42748925,174.13,175.32,174.05,175.06,1253287.0,2,0.9199739098548888,BUY,False,deep_fusion,SENTIMENTLSTM
NVDA,2025-09-15 12:00:00+00:00,2,BUY,0.4339493,0.39189067,0.17416005,0.4339493,173.45,178.05,172.5471,175.88,3125598.0,1,-0.5896955728530884,BUY,False,deep_fusion,SENTIMENTLSTM
NVDA,2025-09-15 13:00:00+00:00,2,BUY,0.50921357,0.38732594,0.10346043,0.50921357,175.889,176.58,174.51,175.855,22902215.0,3,-0.0710761323571205,BUY,False,deep_fusion,SENTIMENTLSTM
NVDA,2025-09-15 14:00:00+00:00,2,BUY,0.431612,0.42976707,0.13862093,0.431612,175.85,176.1424,174.58,175.305,23532825.0,0,0.0,BUY,False,deep_fusion,SENTIMENTLSTM
NVDA,2025-09-15 15:00:00+00:00,0,SELL,0.38308245,0.38308245,0.26101255,0.35590497,175.31,178.09,175.08,177.83,23546495.0,4,0.9191136360168456,SELL,False,deep_fusion,SENTIMENTLSTM
NVDA,2025-09-15 16:00:00+00:00,1,HOLD,0.36825153,0.35312554,0.36825153,0.27862293,177.84,178.28,177.06,177.695,15832669.0,2,0.8836350440979004,HOLD,False,deep_fusion,SENTIMENTLSTM
NVDA,2025-09-15 17:00:00+00:00,1,HOLD,0.50142896,0.2820962,0.50142896,0.21647485,177.695,177.7121,177.145,177.605,9891857.0,3,0.3936649560928345,HOLD,False,deep_fusion,SENTIMENTLSTM
NVDA,2025-09-15 18:00:00+00:00,1,HOLD,0.577325,0.23861064,0.577325,0.18406437,177.605,177.885,176.97,177.1151,11147412.0,1,0.903548777103424,HOLD,False,deep_fusion,SENTIMENTLSTM
NVDA,2025-09-15 19:00:00+00:00,1,HOLD,0.6319838,0.21243489,0.6319838,0.15558131,177.11,178.85,176.915,177.79,20802706.0,2,0.8731216788291931,HOLD,False,deep_fusion,SENTIMENTLSTM
NVDA,2025-09-15 20:00:00+00:00,1,HOLD,0.66070753,0.19874118,0.66070753,0.14055122,177.79,177.79,177.35,177.36,10497347.0,0,0.0,HOLD,False,deep_fusion,SENTIMENTLSTM
