symbol,timestamp,close,open,high,low,volume,raw_pred,confidence,sentiment_score,fused_signal,was_overridden,override_reason,model
JPM,2025-06-13 18:00:00+00:00,264.96,265.95,266.1699,264.4,610899.0,BUY,1.0,0.9169375896453856,BUY,False,none,BUY_AND_HOLD
JPM,2025-06-13 19:00:00+00:00,265.01,264.91,265.38,264.46,1333448.0,BUY,1.0,0.0,BUY,False,none,BUY_AND_HOLD
JPM,2025-06-13 20:00:00+00:00,264.95,264.95,264.9501,264.5,1144512.0,BUY,1.0,0.0,BUY,False,none,BUY_AND_HOLD
JPM,2025-06-13 21:00:00+00:00,265.02,265.21,265.48,264.81,950.0,BUY,1.0,0.0407241955399513,BUY,False,none,BUY_AND_HOLD
JPM,2025-06-13 23:00:00+00:00,265.14,264.5,265.2,264.5,2402.0,BUY,1.0,0.0,BUY,False,none,BUY_AND_HOLD
JPM,2025-06-16 08:00:00+00:00,266.45,266.31,266.45,266.31,441.0,BUY,1.0,0.0,BUY,False,none,BUY_AND_HOLD
JPM,2025-06-16 09:00:00+00:00,265.97,265.97,265.97,265.97,114.0,BUY,1.0,0.0,BUY,False,none,BUY_AND_HOLD
JPM,2025-06-16 11:00:00+00:00,266.82,266.21,266.82,266.2,724.0,BUY,1.0,0.0,BUY,False,none,BUY_AND_HOLD
JPM,2025-06-16 12:00:00+00:00,266.64,266.2,267.05,266.0,4705.0,BUY,1.0,0.0,BUY,False,none,BUY_AND_HOLD
JPM,2025-06-16 13:00:00+00:00,269.69,266.36,269.7,266.21,821644.0,BUY,1.0,0.0,BUY,False,none,BUY_AND_HOLD
JPM,2025-06-16 14:00:00+00:00,271.15,269.645,271.19,269.4619,1106488.0,BUY,1.0,-0.4177646338939667,BUY,False,none,BUY_AND_HOLD
JPM,2025-06-16 15:00:00+00:00,271.4,271.19,271.73,270.57,811361.0,BUY,1.0,0.0,BUY,False,none,BUY_AND_HOLD
JPM,2025-06-16 16:00:00+00:00,271.2,271.395,271.64,271.105,481710.0,BUY,1.0,0.0,BUY,False,none,BUY_AND_HOLD
JPM,2025-06-16 17:00:00+00:00,270.665,271.1804,271.28,270.58,539494.0,BUY,1.0,0.0,BUY,False,none,BUY_AND_HOLD
JPM,2025-06-16 18:00:00+00:00,270.79,270.665,271.0,270.3501,462048.0,BUY,1.0,0.0,BUY,False,none,BUY_AND_HOLD
JPM,2025-06-16 19:00:00+00:00,270.44,270.79,271.1459,269.915,1316991.0,BUY,1.0,0.0,BUY,False,none,BUY_AND_HOLD
JPM,2025-06-16 20:00:00+00:00,270.7,270.36,271.0,269.51,1235318.0,BUY,1.0,0.0,BUY,False,none,BUY_AND_HOLD
JPM,2025-06-16 21:00:00+00:00,271.0909,270.36,271.0909,270.36,26766.0,BUY,1.0,0.0,BUY,False,none,BUY_AND_HOLD
JPM,2025-06-16 22:00:00+00:00,270.36,270.7,270.7,269.68,975.0,BUY,1.0,0.0,BUY,False,none,BUY_AND_HOLD
JPM,2025-06-16 23:00:00+00:00,269.65,270.35,270.36,269.5,1360.0,BUY,1.0,0.0,BUY,False,none,BUY_AND_HOLD
JPM,2025-06-17 08:00:00+00:00,268.89,268.89,268.89,268.89,100.0,BUY,1.0,0.0,BUY,False,none,BUY_AND_HOLD
JPM,2025-06-17 09:00:00+00:00,268.93,268.98,268.98,268.91,1419.0,BUY,1.0,0.0,BUY,False,none,BUY_AND_HOLD
JPM,2025-06-17 10:00:00+00:00,268.48,268.51,268.51,268.48,578.0,BUY,1.0,0.0,BUY,False,none,BUY_AND_HOLD
JPM,2025-06-17 11:00:00+00:00,268.65,268.65,268.65,268.65,100.0,BUY,1.0,0.0,BUY,False,none,BUY_AND_HOLD
JPM,2025-06-17 12:00:00+00:00,268.95,269.15,269.15,268.81,1701.0,BUY,1.0,0.0,BUY,False,none,BUY_AND_HOLD
JPM,2025-06-17 13:00:00+00:00,270.38,268.54,270.38,267.8,598611.0,BUY,1.0,0.0,BUY,False,none,BUY_AND_HOLD
JPM,2025-06-17 14:00:00+00:00,270.43,270.38,270.59,269.71,803625.0,BUY,1.0,0.0,BUY,False,none,BUY_AND_HOLD
JPM,2025-06-17 15:00:00+00:00,269.59,270.43,270.56,269.21,518657.0,BUY,1.0,0.4764339923858642,BUY,False,none,BUY_AND_HOLD
JPM,2025-06-17 16:00:00+00:00,269.985,269.56,270.49,269.39,542170.0,BUY,1.0,0.0800036713480949,BUY,False,none,BUY_AND_HOLD
JPM,2025-06-17 17:00:00+00:00,269.06,269.95,270.2,268.97,505994.0,BUY,1.0,-0.0348262824118137,BUY,False,none,BUY_AND_HOLD
JPM,2025-06-17 18:00:00+00:00,269.1495,269.01,269.2,268.45,502868.0,BUY,1.0,-0.9271580576896667,BUY,False,none,BUY_AND_HOLD
JPM,2025-06-17 19:00:00+00:00,269.42,269.15,269.6,268.93,990059.0,BUY,1.0,0.2028251886367797,BUY,False,none,BUY_AND_HOLD
JPM,2025-06-17 20:00:00+00:00,269.52,269.52,269.59,269.52,1484226.0,BUY,1.0,0.0,BUY,False,none,BUY_AND_HOLD
JPM,2025-06-17 21:00:00+00:00,269.31,269.5084,269.5084,269.31,220.0,BUY,1.0,0.0,BUY,False,none,BUY_AND_HOLD
JPM,2025-06-17 22:00:00+00:00,268.75,268.75,268.75,268.75,102.0,BUY,1.0,0.0,BUY,False,none,BUY_AND_HOLD
JPM,2025-06-17 23:00:00+00:00,269.5,268.73,269.5,268.73,413.0,BUY,1.0,0.0,BUY,False,none,BUY_AND_HOLD
JPM,2025-06-18 11:00:00+00:00,269.43,269.48,269.48,269.43,1641.0,BUY,1.0,0.0,BUY,False,none,BUY_AND_HOLD
JPM,2025-06-18 12:00:00+00:00,269.52,269.72,269.72,269.0,38329.0,BUY,1.0,0.0,BUY,False,none,BUY_AND_HOLD
