symbol,timestamp,raw_pred_num,raw_pred,confidence,prob_sell,prob_hold,prob_buy,close,open,high,low,volume,news_count,sentiment_score,sentiment_positive,sentiment_negative,fused_signal,override_reason,was_overridden,model
SPY,2025-04-08 21:00:00+00:00,0,SELL,0.56169397,0.56169397,0.04721687,0.39108914,495.85,495.95,496.5,495.5,1650230.0,0,0.0,0.0,0.0,SELL,none,False,LSTM
SPY,2025-04-08 22:00:00+00:00,0,SELL,0.5765993,0.5765993,0.047021247,0.3763794,492.25,495.84,496.22,489.93,920832.0,0,0.0,0.0,0.0,SELL,none,False,LSTM
SPY,2025-04-08 23:00:00+00:00,0,SELL,0.5752146,0.5752146,0.04569752,0.37908787,490.5665,492.15,492.15,487.75,684571.0,0,0.0,0.0,0.0,SELL,none,False,LSTM
SPY,2025-04-09 08:00:00+00:00,0,SELL,0.55149716,0.55149716,0.054532282,0.39397058,498.04,490.62,499.72,489.22,611334.0,2,-0.1844776272773742,0.162385880947113,0.3468635082244873,SELL,none,False,LSTM
SPY,2025-04-09 09:00:00+00:00,0,SELL,0.5533757,0.5533757,0.05554755,0.39107677,495.64,498.03,499.05,494.55,248215.0,1,-0.9294030666351318,0.0279560387134552,0.9573590755462646,SELL,none,False,LSTM
SPY,2025-04-09 10:00:00+00:00,0,SELL,0.5718126,0.5718126,0.052394614,0.37579268,494.7,495.19,498.25,491.99,710142.0,0,0.0,0.0,0.0,SELL,none,False,LSTM
SPY,2025-04-09 11:00:00+00:00,0,SELL,0.5812192,0.5812192,0.045393717,0.3733871,487.71,494.72,494.99,485.28,3640899.0,6,-0.9592564105987548,0.012272079475224,0.9715284705162048,SELL,none,False,LSTM
SPY,2025-04-09 12:00:00+00:00,0,SELL,0.5722381,0.5722381,0.033868805,0.39389315,491.34,492.82,500.0,482.86,3081980.0,4,0.8498665690422058,0.8906186819076538,0.0407521054148674,SELL,none,False,LSTM
SPY,2025-04-09 13:00:00+00:00,0,SELL,0.5591839,0.5591839,0.029805338,0.4110108,499.85,491.42,502.04,491.09,17367938.0,8,-0.943472385406494,0.0134069100022315,0.9568793177604676,SELL,none,False,LSTM
SPY,2025-04-09 14:00:00+00:00,0,SELL,0.51181376,0.51181376,0.035561077,0.4526251,493.2084,499.86,503.67,493.0904,18824431.0,8,-0.1555321514606475,0.3680300414562225,0.5235621929168701,SELL,none,False,LSTM
SPY,2025-04-09 15:00:00+00:00,0,SELL,0.53640753,0.53640753,0.02888391,0.4347085,495.975,493.22,499.71,493.05,11403678.0,3,0.7064753770828247,0.7804405093193054,0.0739651247859001,SELL,none,False,LSTM
